#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
scaffold_1	88.9363	827335	0.5379	100.0000	827335	360707	360861	0.5434	88	15.63
scaffold_2	87.9583	651468	0.5384	100.0000	651468	282909	282834	0.5438	87	15.17
scaffold_3	88.6290	527279	0.5376	100.0000	527279	230123	230054	0.5424	88	20.41
scaffold_4	88.6108	490905	0.5406	100.0000	490905	214421	214497	0.5463	88	16.04
scaffold_5	87.8521	479579	0.5357	100.0000	479579	207388	207435	0.5409	87	14.83
scaffold_6	88.7325	460091	0.5388	100.0000	460091	200772	200916	0.5441	88	15.44
scaffold_7	88.4207	428027	0.5367	100.0000	428027	186791	186748	0.5423	88	15.50
scaffold_8	86.5032	406749	0.5357	100.0000	406749	173776	173772	0.5407	86	14.94
scaffold_9	86.8475	377937	0.5359	99.9966	377924	161738	161729	0.5408	86	14.78
scaffold_10	86.9716	365500	0.5378	100.0000	365500	156673	156736	0.5428	87	14.67
scaffold_11	88.4760	339320	0.5375	99.9985	339315	148299	148304	0.5430	87	15.52
scaffold_12	87.9294	327953	0.5382	99.9948	327936	140870	140817	0.5432	87	15.30
scaffold_13	87.9541	324316	0.5351	100.0000	324316	140653	140677	0.5402	87	15.16
scaffold_14	90.5381	321447	0.5381	100.0000	321447	140355	140378	0.5436	89	17.24
scaffold_15	87.3390	285659	0.5380	100.0000	285659	123159	123230	0.5437	87	15.16
scaffold_16	88.2378	285556	0.5353	100.0000	285556	123671	123752	0.5413	88	15.36
scaffold_17	86.9432	271913	0.5345	100.0000	271913	116677	116684	0.5397	86	14.84
scaffold_18	89.6649	265955	0.5392	100.0000	265955	117646	117610	0.5441	89	14.95
scaffold_19	87.4548	265014	0.5377	100.0000	265014	113943	114003	0.5423	87	14.61
scaffold_20	87.9252	255663	0.5385	100.0000	255663	110827	110834	0.5443	87	15.79
scaffold_21	88.5050	244334	0.5381	100.0000	244334	106830	106743	0.5431	88	15.20
scaffold_22	87.9960	230056	0.5391	100.0000	230056	100136	100106	0.5438	87	14.76
scaffold_23	90.1303	227487	0.5426	99.9912	227467	101111	101095	0.5479	89	16.01
scaffold_24	88.8158	225383	0.5385	100.0000	225383	98786	98820	0.5443	88	15.66
scaffold_25	87.6203	223352	0.5393	100.0000	223352	96720	96785	0.5442	87	14.93
scaffold_26	89.2386	219360	0.5373	100.0000	219360	96075	96046	0.5429	88	15.49
scaffold_27	87.7486	214032	0.5354	100.0000	214032	92908	92904	0.5407	87	15.93
scaffold_28	88.7712	209510	0.5400	100.0000	209510	91496	91481	0.5454	88	15.48
scaffold_29	88.3568	207719	0.5409	100.0000	207719	90355	90385	0.5459	88	16.49
scaffold_30	90.9112	202913	0.5412	100.0000	202913	90469	90577	0.5466	90	16.42
scaffold_31	90.7297	197075	0.5341	100.0000	197075	86093	86092	0.5385	88	36.77
scaffold_32	88.8489	189205	0.5387	100.0000	189205	82809	82809	0.5437	88	15.09
scaffold_33	87.2572	186627	0.5386	99.9995	186626	80542	80507	0.5433	87	15.03
scaffold_34	87.4944	186117	0.5369	99.9984	186114	80434	80383	0.5421	87	14.85
scaffold_35	87.0159	181915	0.5358	100.0000	181915	77584	78165	0.5410	86	19.33
scaffold_36	87.9713	178222	0.5364	100.0000	178222	77217	77302	0.5416	87	15.10
scaffold_37	87.8932	177303	0.5398	100.0000	177303	77026	76912	0.5450	87	15.65
scaffold_38	87.0066	176646	0.5336	100.0000	176646	75861	75818	0.5394	86	15.91
scaffold_39	87.8970	175880	0.5381	100.0000	175880	76327	76251	0.5432	87	15.28
scaffold_40	89.0207	175443	0.5382	100.0000	175443	77145	77159	0.5434	88	15.17
scaffold_41	90.6377	173133	0.5349	100.0000	173133	74765	74786	0.5411	89	17.47
scaffold_42	87.6196	172930	0.5348	100.0000	172930	74930	74946	0.5404	87	15.85
scaffold_43	86.8711	171080	0.5335	99.9988	171078	73477	73420	0.5385	86	15.62
scaffold_44	87.5296	168729	0.5361	100.0000	168729	72929	72889	0.5412	87	15.79
scaffold_45	87.0811	165176	0.5382	100.0000	165176	71140	71162	0.5435	87	15.54
scaffold_46	88.9132	162405	0.5383	100.0000	162405	71095	71135	0.5444	88	16.89
scaffold_47	92.2247	160520	0.5331	100.0000	160520	73076	73042	0.5388	92	16.43
scaffold_48	93.4113	157472	0.5394	100.0000	157472	72719	72752	0.5451	92	16.92
scaffold_49	93.8673	156145	0.5430	100.0000	156145	69259	69112	0.5492	92	33.80
scaffold_50	90.6652	153458	0.5335	100.0000	153458	67662	67759	0.5379	87	33.33
scaffold_51	89.6710	150804	0.5390	100.0000	150804	66315	66424	0.5445	89	15.42
scaffold_52	87.4821	146709	0.5393	100.0000	146709	63463	63449	0.5442	87	15.51
