#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
scaffold_1	45.1065	1299103	0.5100	100.0000	1299103	289242	289162	0.5148	44	33.02
scaffold_2	44.5757	1268007	0.5115	100.0000	1268007	279365	279440	0.5141	44	12.81
scaffold_3	42.8470	1075358	0.5104	100.0000	1075358	227562	227556	0.5133	42	8.71
scaffold_4	44.2168	1027794	0.5120	100.0000	1027794	224319	224369	0.5151	44	8.66
scaffold_5	44.0299	1018688	0.5078	99.9910	1018596	221506	221586	0.5110	43	9.02
scaffold_6	44.7894	1010955	0.5093	100.0000	1010955	223143	223156	0.5126	44	8.87
scaffold_7	44.7026	997439	0.5131	100.0000	997439	220067	220101	0.5164	44	9.01
scaffold_8	44.4111	926444	0.5130	100.0000	926444	202778	202780	0.5158	44	8.57
scaffold_9	45.3603	901348	0.5098	100.0000	901348	201687	201677	0.5133	45	9.07
scaffold_10	44.0813	879898	0.5084	100.0000	879898	191636	191622	0.5132	44	9.23
scaffold_11	45.6826	764080	0.5106	99.9984	764068	172491	172445	0.5146	45	9.68
scaffold_12	45.0856	744247	0.5059	100.0000	744247	165420	165403	0.5109	45	9.59
scaffold_13	43.0079	739751	0.5111	100.0000	739751	156996	156976	0.5138	43	8.31
scaffold_14	44.3574	712683	0.5093	100.0000	712683	156373	156416	0.5128	43	12.35
scaffold_15	44.9157	698722	0.5109	100.0000	698722	154730	154813	0.5152	45	9.00
scaffold_16	44.5213	674445	0.5106	100.0000	674445	148383	148275	0.5147	44	9.43
scaffold_17	44.7413	632614	0.5129	100.0000	632614	139749	139798	0.5159	44	8.43
scaffold_18	44.8244	598707	0.5118	99.9963	598685	132362	132381	0.5148	44	8.93
scaffold_19	44.5808	586083	0.5078	100.0000	586083	129200	129180	0.5125	44	9.20
scaffold_20	44.9987	575803	0.5081	100.0000	575803	128004	127978	0.5126	45	9.13
scaffold_21	44.9628	561300	0.5113	100.0000	561300	124354	124377	0.5144	44	9.09
scaffold_22	43.1866	502379	0.5102	99.9662	502209	107081	107038	0.5130	43	8.46
scaffold_23	44.9500	463718	0.5130	100.0000	463718	102825	102909	0.5166	44	8.98
scaffold_24	45.5058	454048	0.5081	100.0000	454048	101917	102038	0.5120	44	23.28
scaffold_25	42.9708	452079	0.5017	99.9982	452071	95671	95779	0.5086	42	13.29
scaffold_26	44.2482	423913	0.5082	100.0000	423913	92551	92607	0.5109	44	11.43
scaffold_27	43.8957	423652	0.5120	100.0000	423652	91902	91959	0.5149	43	8.77
scaffold_28	43.9987	401031	0.5144	100.0000	401031	87143	87147	0.5176	43	8.62
scaffold_29	44.3370	398020	0.5087	99.9942	397997	87233	87171	0.5118	43	20.94
scaffold_30	43.5717	394643	0.5079	100.0000	394643	84979	84981	0.5117	43	8.97
scaffold_31	43.8928	373035	0.5077	100.0000	373035	81023	80926	0.5123	44	9.00
scaffold_32	41.7333	328606	0.4954	100.0000	328606	67859	67845	0.5031	42	9.71
scaffold_33	45.5880	326800	0.5148	99.9786	326730	73595	73557	0.5180	45	9.01
scaffold_34	42.6125	322106	0.4960	100.0000	322106	67676	67631	0.5055	43	10.83
scaffold_35	45.2564	311701	0.5099	100.0000	311701	69567	69617	0.5140	45	8.97
