#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
scaffold_1	48.6805	1766511	0.5105	100.0000	1766511	424283	424279	0.5157	48	32.32
scaffold_2	48.2043	1268056	0.5115	100.0000	1268056	302011	302022	0.5147	48	12.60
scaffold_3	47.0146	1214752	0.5100	100.0000	1214752	281987	282062	0.5133	47	9.04
scaffold_4	48.2622	1099772	0.5113	100.0000	1099772	261830	261862	0.5153	48	9.80
scaffold_5	48.1178	1027794	0.5120	100.0000	1027794	243991	244051	0.5157	48	9.33
scaffold_6	47.4512	1017332	0.5082	99.9907	1017237	238323	238454	0.5116	47	10.06
scaffold_7	47.6785	1010955	0.5093	100.0000	1010955	237417	237441	0.5130	47	9.31
scaffold_8	48.5456	1000452	0.5124	100.0000	1000452	238641	238637	0.5165	48	9.60
scaffold_9	48.1891	926281	0.5130	100.0000	926281	220677	220622	0.5163	48	9.04
scaffold_10	48.2243	895336	0.5112	100.0000	895336	212711	212842	0.5148	48	9.26
scaffold_11	47.9137	880103	0.5084	100.0000	880103	207950	207942	0.5133	48	9.63
scaffold_12	47.6867	742202	0.5065	100.0000	742202	174161	174161	0.5113	47	9.86
scaffold_13	47.8484	739877	0.5111	100.0000	739877	173737	173788	0.5143	47	9.00
scaffold_14	47.8018	674476	0.5105	100.0000	674476	159154	159108	0.5150	48	9.53
scaffold_15	47.2710	643224	0.5095	100.0000	643224	150333	150371	0.5128	47	9.35
scaffold_16	48.3541	632848	0.5129	100.0000	632848	150768	150823	0.5162	48	9.20
scaffold_17	48.5738	598727	0.5118	100.0000	598727	142843	142832	0.5153	48	9.40
scaffold_18	49.9711	591473	0.5065	100.0000	591473	142284	142299	0.5120	48	31.66
scaffold_19	48.1727	575697	0.5098	100.0000	575697	136943	136994	0.5138	48	9.36
scaffold_20	48.1640	562291	0.5130	99.9868	562217	133709	133706	0.5166	48	9.38
scaffold_21	47.0145	553218	0.5096	100.0000	553218	128016	128002	0.5133	47	9.32
scaffold_22	47.7319	502277	0.5102	99.9677	502115	117866	117894	0.5137	47	9.45
scaffold_23	48.0553	464733	0.5126	100.0000	464733	110282	110260	0.5169	48	9.34
scaffold_24	46.4648	452280	0.5017	100.0000	452280	103566	103489	0.5088	46	13.16
scaffold_25	47.8536	423652	0.5120	100.0000	423652	100239	100268	0.5156	47	9.23
scaffold_26	47.0122	422179	0.5089	99.9803	422096	98110	98090	0.5126	47	9.34
scaffold_27	46.6358	414478	0.4987	99.9817	414402	95330	95318	0.5064	47	10.14
scaffold_28	48.2640	401031	0.5144	100.0000	401031	95617	95595	0.5178	48	9.31
scaffold_29	47.5694	398066	0.5086	100.0000	398066	93120	93063	0.5123	47	10.79
scaffold_30	47.5658	394862	0.5079	100.0000	394862	92842	92866	0.5118	47	9.36
scaffold_31	47.9686	390552	0.5102	100.0000	390552	92683	92638	0.5139	48	9.10
