#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
scaffold_1	72.5761	431248	0.5673	100.0000	431248	154289	154362	0.5835	69	25.22
scaffold_2	73.4786	429738	0.5690	99.9886	429689	155016	154924	0.5853	70	24.77
scaffold_3	73.4818	415099	0.5668	100.0000	415099	149702	149682	0.5839	70	25.22
scaffold_4	73.5233	393591	0.5666	99.9644	393451	142895	142983	0.5842	70	25.39
scaffold_5	73.5940	371610	0.5651	99.9935	371586	134823	134862	0.5806	70	24.91
scaffold_6	74.9968	343724	0.5592	100.0000	343724	125803	125833	0.5758	69	39.05
scaffold_7	71.2354	331456	0.5665	99.9635	331335	116538	116392	0.5826	68	24.26
scaffold_8	75.7202	326269	0.5713	100.0000	326269	121921	121890	0.5888	72	26.02
scaffold_9	71.8744	287757	0.5691	99.9944	287741	101842	101875	0.5838	68	24.42
scaffold_10	74.8575	280093	0.5666	99.9493	279951	103495	103405	0.5816	71	24.63
scaffold_11	75.1390	260021	0.5729	100.0000	260021	96474	96458	0.5887	72	25.10
scaffold_12	74.7882	251315	0.5716	100.0000	251315	92895	92886	0.5881	71	26.61
scaffold_13	73.1305	243873	0.5649	100.0000	243873	88003	88072	0.5792	70	23.65
scaffold_14	75.1521	225631	0.5655	100.0000	225631	83545	83505	0.5818	71	25.10
scaffold_15	75.8115	225027	0.5676	100.0000	225027	84103	84102	0.5835	73	25.33
scaffold_16	75.1769	222580	0.5746	99.9946	222568	82643	82570	0.5911	71	25.38
scaffold_17	74.9753	219946	0.5738	100.0000	219946	81269	81278	0.5903	72	25.76
scaffold_18	75.7505	219031	0.5715	99.9991	219029	81952	82035	0.5875	72	25.50
scaffold_19	73.7831	215728	0.5644	100.0000	215728	75158	75224	0.5792	69	25.55
scaffold_20	73.9658	212666	0.5713	100.0000	212666	77900	77486	0.5840	69	44.05
scaffold_21	73.1327	208637	0.5686	99.9468	208526	75305	75332	0.5842	69	24.17
scaffold_22	73.4240	208019	0.5701	100.0000	208019	75387	75364	0.5867	70	24.45
scaffold_23	77.3263	207941	0.5738	99.9663	207871	79270	79284	0.5893	74	25.76
scaffold_24	70.8143	204157	0.5639	100.0000	204157	71447	71355	0.5811	66	25.55
scaffold_25	71.4489	201889	0.5710	99.9965	201882	70916	70924	0.5882	67	25.45
scaffold_26	72.8105	201864	0.5661	100.0000	201864	72731	72673	0.5813	70	24.16
scaffold_27	72.2580	200005	0.5715	100.0000	200005	71244	71164	0.5893	68	25.55
scaffold_28	72.8133	193404	0.5695	99.9850	193375	69246	69370	0.5842	69	24.13
scaffold_29	76.5987	192537	0.5681	100.0000	192537	72695	72684	0.5847	73	25.07
scaffold_30	71.8120	189592	0.5677	100.0000	189592	67026	66920	0.5849	68	24.96
scaffold_31	73.7993	188119	0.5735	100.0000	188119	68364	68307	0.5907	70	25.58
scaffold_32	73.7604	185540	0.5654	99.9423	185433	67531	67281	0.5820	68	33.43
scaffold_33	71.6014	185424	0.5624	100.0000	185424	65316	65319	0.5775	68	23.61
scaffold_34	77.5368	185032	0.5660	100.0000	185032	70267	70332	0.5818	74	25.40
scaffold_35	76.5646	181615	0.5611	100.0000	181615	68617	68928	0.5790	70	52.20
scaffold_36	73.6496	181073	0.5606	100.0000	181073	65845	65900	0.5752	69	24.51
scaffold_37	70.4024	179848	0.5644	100.0000	179848	62438	62409	0.5807	67	24.32
scaffold_38	81.2107	179450	0.5742	100.0000	179450	71440	71384	0.5898	78	27.93
