#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
scaffold_1	54.4389	1652151	0.5687	100.0000	1652151	443253	443285	0.5779	54	12.51
scaffold_2	53.1444	824250	0.5647	100.0000	824250	216143	216069	0.5757	53	13.17
scaffold_3	54.2309	765593	0.5700	100.0000	765593	203466	203530	0.5797	54	12.79
scaffold_4	54.8472	763315	0.5730	100.0000	763315	206285	206339	0.5823	55	12.67
scaffold_5	54.0871	744325	0.5696	100.0000	744325	199102	198964	0.5790	54	12.67
scaffold_6	53.5312	731102	0.5684	100.0000	731102	193090	193005	0.5771	53	12.22
scaffold_7	52.3406	720689	0.5656	100.0000	720689	186093	186061	0.5783	52	13.46
scaffold_8	54.5303	695115	0.5719	100.0000	695115	186609	186630	0.5813	54	12.61
scaffold_9	53.6909	691001	0.5683	100.0000	691001	183076	183128	0.5772	53	12.43
scaffold_10	53.6717	683898	0.5658	100.0000	683898	181061	181188	0.5776	53	13.20
scaffold_11	54.5798	636130	0.5726	100.0000	636130	171335	171391	0.5818	54	12.68
scaffold_12	53.0548	627239	0.5651	100.0000	627239	163684	163776	0.5761	53	12.90
scaffold_13	53.9622	613975	0.5697	100.0000	613975	163295	163243	0.5785	54	12.52
scaffold_14	53.7816	592012	0.5697	100.0000	592012	157206	157151	0.5790	54	12.80
scaffold_15	54.1766	553159	0.5690	100.0000	553159	147717	147721	0.5808	54	13.09
scaffold_16	53.4869	490578	0.5688	100.0000	490578	129440	129439	0.5780	53	12.45
scaffold_17	54.0869	481981	0.5702	100.0000	481981	128640	128577	0.5792	54	12.67
scaffold_18	53.8532	436227	0.5691	100.0000	436227	115741	115882	0.5782	54	12.70
scaffold_19	53.7201	433450	0.5684	100.0000	433450	115067	115084	0.5772	53	12.54
scaffold_20	53.2613	413554	0.5716	100.0000	413554	108923	108911	0.5815	53	12.78
scaffold_21	52.8509	409742	0.5656	100.0000	409742	106222	106202	0.5769	53	12.85
scaffold_22	54.6411	402198	0.5729	100.0000	402198	107555	107595	0.5826	54	12.80
scaffold_23	53.4709	401421	0.5665	99.9985	401415	105829	105857	0.5762	53	12.78
scaffold_24	54.0869	392166	0.5715	100.0000	392166	104409	104444	0.5809	54	12.66
scaffold_25	53.5930	391792	0.5681	100.0000	391792	103786	103806	0.5779	53	12.57
scaffold_26	53.8643	385030	0.5657	100.0000	385030	102310	102330	0.5743	53	12.31
scaffold_27	54.2359	355076	0.5696	100.0000	355076	94657	94770	0.5785	54	12.23
scaffold_28	52.2499	351994	0.5657	100.0000	351994	90739	90696	0.5778	52	13.52
scaffold_29	55.9225	323270	0.5695	100.0000	323270	86741	86765	0.5780	55	13.29
scaffold_30	54.1467	321428	0.5730	100.0000	321428	85728	85783	0.5833	54	12.94
scaffold_31	54.3720	319025	0.5696	100.0000	319025	85197	85175	0.5793	54	12.96
scaffold_32	54.5204	318609	0.5684	100.0000	318609	85663	85872	0.5729	53	18.82
scaffold_33	53.3162	317433	0.5691	100.0000	317433	83779	83685	0.5790	53	13.10
scaffold_34	55.2281	311617	0.5744	100.0000	311617	84791	84826	0.5829	55	12.54
scaffold_35	53.9916	294980	0.5713	100.0000	294980	78758	78739	0.5804	53	25.73
scaffold_36	54.9131	292020	0.5709	100.0000	292020	79067	79043	0.5824	55	13.29
scaffold_37	54.5105	276697	0.5692	100.0000	276697	74261	74299	0.5780	54	12.70
scaffold_38	54.6843	274956	0.5697	100.0000	274956	73969	73932	0.5779	54	12.56
scaffold_39	54.1817	271200	0.5699	100.0000	271200	71905	71912	0.5814	54	13.06
scaffold_40	53.2871	269523	0.5688	100.0000	269523	70745	70740	0.5819	53	13.62
scaffold_41	51.9287	241298	0.5597	100.0000	241298	61919	61963	0.5729	52	13.63
scaffold_42	53.4247	239972	0.5671	100.0000	239972	63087	63120	0.5764	53	12.82
scaffold_43	52.9003	235461	0.5654	100.0000	235461	61544	61542	0.5749	52	12.92
scaffold_44	53.6551	232494	0.5701	100.0000	232494	61320	61336	0.5802	53	12.80
scaffold_45	54.6730	232332	0.5757	100.0000	232332	62452	62438	0.5868	55	13.15
scaffold_46	52.5874	227603	0.5632	100.0000	227603	59132	59217	0.5763	53	13.68
scaffold_47	53.9929	225266	0.5666	100.0000	225266	60046	59998	0.5762	53	12.80
scaffold_48	53.4522	225212	0.5676	100.0000	225212	59360	59293	0.5765	53	12.60
scaffold_49	53.4659	217107	0.5678	99.9995	217106	57362	57332	0.5801	53	13.33
scaffold_50	54.7070	215562	0.5643	100.0000	215562	58127	58119	0.5751	54	12.85
scaffold_51	54.1507	212728	0.5703	100.0000	212728	56810	56853	0.5791	54	12.45
scaffold_52	56.3585	212504	0.5690	99.9878	212478	58925	59674	0.5811	54	75.67
scaffold_53	53.5489	210462	0.5688	100.0000	210462	55523	55483	0.5832	54	13.97
scaffold_54	52.8460	205247	0.5667	100.0000	205247	53589	53598	0.5773	52	12.52
scaffold_55	53.5684	205089	0.5671	100.0000	205089	54068	54055	0.5791	54	13.27
scaffold_56	52.0062	200079	0.5556	100.0000	200079	51313	51248	0.5720	52	14.51
scaffold_57	54.3259	192252	0.5722	99.9979	192248	51530	51571	0.5817	54	12.81
scaffold_58	52.5309	182818	0.5636	100.0000	182818	47413	47363	0.5775	53	13.51
scaffold_59	54.8149	166409	0.5726	100.0000	166409	45029	45055	0.5815	55	12.77
scaffold_60	52.4957	157760	0.5633	99.9949	157752	40829	40847	0.5755	52	14.26
scaffold_61	54.2387	152520	0.5649	100.0000	152520	40662	40594	0.5770	54	13.42
scaffold_62	55.3190	149627	0.5754	100.0000	149627	40085	40056	0.5843	55	12.61
scaffold_63	52.7826	147542	0.5675	100.0000	147542	38396	38413	0.5772	52	12.23
scaffold_64	52.4590	144963	0.5633	100.0000	144963	37406	37430	0.5735	52	12.37
scaffold_65	52.9529	144762	0.5633	100.0000	144762	37244	37289	0.5762	53	13.59
scaffold_66	52.8036	140414	0.5698	100.0000	140414	36716	36662	0.5833	53	13.75
scaffold_67	53.3857	139546	0.5718	100.0000	139546	36748	36775	0.5816	53	12.55
scaffold_68	53.2197	139111	0.5720	100.0000	139111	36538	36568	0.5817	53	12.44
scaffold_69	50.9045	138317	0.5600	100.0000	138317	34800	34847	0.5763	52	14.52
scaffold_70	53.9221	136415	0.5641	100.0000	136415	36394	36418	0.5727	54	12.37
scaffold_71	52.4847	120290	0.5666	100.0000	120290	31120	31147	0.5756	52	12.12
scaffold_72	53.5142	115910	0.5670	100.0000	115910	30592	30618	0.5813	54	13.83
scaffold_73	52.0192	112206	0.5627	100.0000	112206	28882	28882	0.5721	52	12.51
scaffold_74	51.4654	108683	0.5653	100.0000	108683	27666	27656	0.5770	51	13.19
scaffold_75	54.5827	104931	0.5764	100.0000	104931	28320	28315	0.5891	55	14.21
scaffold_76	53.7723	95077	0.5754	100.0000	95077	25131	25123	0.5878	54	13.73
scaffold_77	53.3198	94441	0.5697	100.0000	94441	24801	24843	0.5812	53	13.76
scaffold_78	51.0278	91197	0.5580	100.0000	91197	23047	23009	0.5768	52	15.51
scaffold_79	53.9339	89690	0.5701	100.0000	89690	23923	23859	0.5799	53	13.07
scaffold_80	52.0802	84312	0.5682	100.0000	84312	21711	21739	0.5803	52	13.80
scaffold_81	50.2232	83765	0.5525	100.0000	83765	20557	20565	0.5760	51	16.33
scaffold_82	54.1593	80488	0.5757	100.0000	80488	21468	21468	0.5843	54	13.20
scaffold_83	57.6518	79143	0.5650	100.0000	79143	21457	21421	0.5788	57	14.80
scaffold_84	54.8438	77263	0.5670	100.0000	77263	20977	20959	0.5758	54	12.93
scaffold_85	54.5835	75150	0.5751	100.0000	75150	20239	20235	0.5842	55	12.09
scaffold_86	51.8418	74274	0.5607	100.0000	74274	19062	19046	0.5749	52	13.19
scaffold_87	55.4753	74059	0.5721	100.0000	74059	20230	20203	0.5827	56	13.43
scaffold_88	49.2547	74008	0.5541	100.0000	74008	18027	18056	0.5719	50	13.85
scaffold_89	54.3985	69319	0.5747	100.0000	69319	18636	18682	0.5833	54	12.52
scaffold_90	50.0192	69099	0.5561	100.0000	69099	17080	17121	0.5780	51	14.52
scaffold_91	53.7569	66881	0.5731	100.0000	66881	17777	17772	0.5827	53	12.87
scaffold_92	66.3213	64738	0.5832	100.0000	64738	21287	21197	0.6157	55	172.24
scaffold_93	55.0973	53978	0.5768	100.0000	53978	14692	14739	0.5869	55	13.18
scaffold_94	53.5958	52213	0.5528	100.0000	52213	13821	13874	0.5485	50	22.92
scaffold_95	56.1423	51563	0.5904	100.0000	51563	14323	14300	0.5998	56	12.79
scaffold_96	53.7506	50525	0.5771	100.0000	50525	13429	13452	0.5882	53	12.93
scaffold_97	54.4531	46853	0.5872	100.0000	46853	12503	12576	0.5965	55	13.38
scaffold_98	47.8984	45985	0.5558	100.0000	45985	10840	10827	0.5798	48	15.55
scaffold_99	41.2129	44600	0.5115	100.0000	44600	8997	8992	0.5609	45	19.93
scaffold_100	51.6621	43181	0.5599	100.0000	43181	11057	11025	0.5760	52	13.64
scaffold_101	48.6972	41958	0.5446	100.0000	41958	10117	10101	0.5796	51	18.69
scaffold_102	44.2026	40416	0.5381	100.0000	40416	8812	8869	0.5889	46	20.03
scaffold_103	52.9679	39648	0.5649	100.0000	39648	10370	10416	0.5756	53	12.60
scaffold_104	57.5378	38660	0.5959	100.0000	38660	10757	10728	0.6035	58	13.19
scaffold_105	53.8510	36894	0.5857	99.9295	36868	9798	9804	0.5945	54	13.40
scaffold_106	50.7367	35230	0.5508	100.0000	35230	8743	8771	0.5598	50	16.27
scaffold_107	51.0376	33381	0.5634	100.0000	33381	8428	8427	0.5862	52	15.56
scaffold_108	48.3783	32097	0.5468	99.9159	32070	7671	7694	0.5590	47	13.97
scaffold_109	55.5386	31271	0.5952	100.0000	31271	8598	8587	0.6050	55	13.42
scaffold_110	50.1914	29040	0.5461	100.0000	29040	7203	7211	0.5630	51	13.81
scaffold_111	52.1086	28533	0.5685	100.0000	28533	7302	7272	0.5813	52	12.59
scaffold_112	36.6073	21991	0.4785	100.0000	21991	4004	3969	0.5250	38	19.77
scaffold_113	215.3359	18171	0.2989	100.0000	18171	17439	17378	0.3008	218	34.68
scaffold_114	52.0893	17934	0.5632	100.0000	17934	4610	4631	0.5723	51	12.73
scaffold_115	26.0176	16150	0.4386	99.9876	16148	2079	2077	0.4733	24	12.46
scaffold_116	25.4661	14252	0.4569	100.0000	14252	1732	1692	0.4573	21	15.46
scaffold_117	17.9344	12570	0.3875	100.0000	12570	1101	1112	0.4127	16	11.96
scaffold_118	52.2240	11301	0.5772	100.0000	11301	2907	2928	0.5918	53	13.79
scaffold_119	52.6287	11106	0.6030	100.0000	11106	2900	2886	0.6107	53	13.00
scaffold_120	52.0672	10969	0.5812	100.0000	10969	2816	2835	0.5876	52	13.42
scaffold_121	20.3014	10505	0.4463	100.0000	10505	1005	1041	0.4593	20	8.00
scaffold_122	42.1152	9674	0.5271	100.0000	9674	2029	2005	0.5406	42	12.71
scaffold_123	56.9874	8179	0.5811	100.0000	8179	2301	2306	0.5905	56	14.41
scaffold_124	9.9172	7926	0.3568	100.0000	7926	401	377	0.3468	9	7.44
scaffold_125	139.8222	7756	0.3431	100.0000	7756	5364	5292	0.3226	155	69.35
scaffold_126	40.6386	7380	0.5184	100.0000	7380	1402	1563	0.5208	38	22.72
scaffold_127	51.6531	7339	0.5841	100.0000	7339	1888	1863	0.6021	53	16.56
scaffold_128	23.3860	6471	0.4171	100.0000	6471	739	728	0.4168	23	7.35
scaffold_129	28.3797	5883	0.4328	100.0000	5883	830	823	0.4477	27	10.08
scaffold_130	18.4426	5694	0.3632	99.6839	5676	518	522	0.3602	17	8.92
scaffold_131	20.7884	5426	0.4626	100.0000	5426	555	562	0.4612	19	7.17
scaffold_132	11.1576	5146	0.4143	100.0000	5146	286	283	0.4171	11	3.43
scaffold_133	2172.8237	4430	0.5212	100.0000	4430	47522	48160	0.5468	2105	737.03
scaffold_134	14.5086	4082	0.3163	100.0000	4082	284	302	0.3174	13	6.58
scaffold_135	10.3033	4019	0.3705	100.0000	4019	212	198	0.3806	9	5.77
scaffold_136	138.6306	3996	0.3246	100.0000	3996	2135	2210	0.3258	153	106.57
scaffold_137	77.5453	3734	0.3835	100.0000	3734	1430	1432	0.3357	20	101.71
scaffold_138	21.4790	3645	0.4615	100.0000	3645	394	381	0.4624	21	7.04
scaffold_139	19.3346	3589	0.4625	100.0000	3589	338	350	0.4618	18	8.65
scaffold_140	12.0636	3540	0.3133	100.0000	3540	219	204	0.3152	12	4.01
scaffold_141	26.7524	3478	0.4097	99.9712	3477	439	445	0.4068	28	10.25
scaffold_142	30.8319	3362	0.3572	100.0000	3362	508	522	0.3541	27	11.08
scaffold_143	26.7701	3167	0.4680	100.0000	3167	414	396	0.4639	24	12.06
scaffold_144	26.3164	3009	0.3985	100.0000	3009	376	394	0.3881	26	7.87
scaffold_145	13.8346	2992	0.4492	100.0000	2992	202	207	0.4535	13	4.25
scaffold_146	7.6406	2741	0.3097	100.0000	2741	99	108	0.3160	7	3.40
scaffold_147	16.7458	2651	0.3320	100.0000	2651	202	200	0.3373	17	6.40
scaffold_148	20.0978	2597	0.4409	100.0000	2597	262	256	0.4409	18	8.72
scaffold_149	12.2374	2519	0.3565	100.0000	2519	155	151	0.3613	12	4.44
scaffold_150	9.3100	2497	0.3564	100.0000	2497	118	112	0.3692	9	3.58
scaffold_151	14.6070	2486	0.3109	100.0000	2486	183	176	0.3140	15	4.39
scaffold_152	9.2197	2472	0.4155	100.0000	2472	114	112	0.3986	9	4.32
scaffold_153	18.8307	2427	0.3502	100.0000	2427	216	237	0.3560	18	8.27
scaffold_154	153.7972	2337	0.2982	100.0000	2337	1794	1803	0.3369	102	125.56
scaffold_155	18.3214	2181	0.4580	100.0000	2181	198	198	0.4479	19	6.81
scaffold_156	14.3829	2173	0.3171	100.0000	2173	162	147	0.3217	14	4.93
scaffold_157	19.6215	2029	0.3716	100.0000	2029	204	191	0.3725	18	9.90
scaffold_158	15.3344	1929	0.4578	100.0000	1929	146	147	0.4598	14	5.82
scaffold_159	169.1680	1893	0.3191	100.0000	1893	1587	1597	0.3229	173	33.28
scaffold_160	2142.3064	1880	0.5505	100.0000	1880	20139	19784	0.5854	1808	882.58
scaffold_161	11.5914	1806	0.4557	100.0000	1806	104	104	0.4633	11	3.97
scaffold_162	15.3431	1804	0.3936	100.0000	1804	146	127	0.3905	15	8.37
scaffold_163	24.6932	1610	0.3913	100.0000	1610	187	207	0.3863	24	9.94
scaffold_164	16.3930	1593	0.3421	100.0000	1593	127	134	0.3500	16	5.28
scaffold_165	36.7467	1575	0.4311	100.0000	1575	282	289	0.4313	43	15.55
scaffold_166	26.9479	1556	0.4100	100.0000	1556	207	212	0.4079	25	8.84
scaffold_167	21.4025	1503	0.3599	100.0000	1503	151	167	0.3713	22	7.19
scaffold_168	20.7971	1498	0.3324	100.0000	1498	149	160	0.3543	17	16.66
scaffold_169	102.4361	1495	0.3358	100.0000	1495	769	747	0.3227	128	69.64
