#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
scaffold_1	60.2334	1278062	0.5502	100.0000	1278062	379754	379744	0.5644	62	16.20
scaffold_2	63.1710	1265814	0.5614	99.9946	1265746	394702	394812	0.5695	64	12.96
scaffold_3	63.2310	1203609	0.5592	100.0000	1203609	374352	374306	0.5671	64	12.95
scaffold_4	62.9762	1177077	0.5597	100.0000	1177077	365391	365513	0.5678	63	12.76
scaffold_5	62.5481	1069907	0.5589	100.0000	1069907	329809	330008	0.5674	63	16.25
scaffold_6	63.0653	1037360	0.5614	99.9886	1037242	322300	322292	0.5688	63	13.09
scaffold_7	63.8048	845526	0.5643	100.0000	845526	266302	266609	0.5711	64	12.85
scaffold_8	62.7250	835722	0.5590	99.9920	835655	258812	258786	0.5674	63	13.09
scaffold_9	62.3475	729395	0.5580	100.0000	729395	224755	224789	0.5684	63	13.74
scaffold_10	62.4866	714995	0.5584	100.0000	714995	220828	220824	0.5666	63	12.85
scaffold_11	63.4236	712789	0.5604	99.9816	712658	221877	221919	0.5678	63	14.01
scaffold_12	63.5604	694935	0.5637	99.9977	694919	218286	218342	0.5700	64	12.23
scaffold_13	63.1633	683816	0.5584	99.9972	683797	211390	211402	0.5694	64	14.33
scaffold_14	63.1279	678594	0.5594	100.0000	678594	210698	210685	0.5683	64	13.53
scaffold_15	63.0259	674945	0.5590	100.0000	674945	210219	210152	0.5664	63	12.64
scaffold_16	62.3715	565653	0.5592	100.0000	565653	174180	174231	0.5685	63	13.61
scaffold_17	62.9486	542854	0.5586	99.9928	542815	168611	168568	0.5677	63	13.29
scaffold_18	62.9215	496664	0.5609	100.0000	496664	153972	153990	0.5693	63	13.04
scaffold_19	61.7732	472822	0.5561	100.0000	472822	144297	144298	0.5664	63	13.82
scaffold_20	62.8086	471682	0.5569	100.0000	471682	146287	146308	0.5661	63	13.76
scaffold_21	63.3421	462175	0.5622	100.0000	462175	144195	144275	0.5704	64	12.92
scaffold_22	62.6898	447451	0.5609	100.0000	447451	138159	138244	0.5694	63	12.91
scaffold_23	63.4796	428492	0.5609	100.0000	428492	134302	134099	0.5702	63	22.98
scaffold_24	63.0610	399649	0.5645	100.0000	399649	124521	124503	0.5706	63	12.03
scaffold_25	65.0409	390605	0.5617	100.0000	390605	121345	121428	0.5696	64	16.33
scaffold_26	61.5907	375171	0.5593	100.0000	375171	114049	114049	0.5692	62	13.37
