#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
scaffold_1	83.9170	1164172	0.5329	100.0000	1164172	482547	481809	0.5477	78	49.00
scaffold_2	82.8310	1040619	0.5322	100.0000	1040619	425385	425518	0.5481	77	30.72
scaffold_3	86.7788	855835	0.5350	100.0000	855835	366395	366183	0.5500	80	32.90
scaffold_4	85.8215	826996	0.5347	100.0000	826996	350448	350442	0.5503	80	30.78
scaffold_5	83.0668	770423	0.5328	100.0000	770423	314486	314399	0.5481	77	30.56
scaffold_6	85.2438	768212	0.5347	100.0000	768212	323153	323153	0.5507	79	31.60
scaffold_7	84.7998	764623	0.5345	100.0000	764623	319990	319960	0.5498	79	31.13
scaffold_8	86.7915	759225	0.5349	100.0000	759225	324789	324781	0.5503	82	30.99
scaffold_9	87.5710	745066	0.5363	100.0000	745066	322092	322417	0.5531	81	41.88
scaffold_10	84.8533	730217	0.5339	100.0000	730217	305837	305712	0.5487	79	30.03
scaffold_11	85.4111	724090	0.5349	100.0000	724090	304880	304984	0.5500	79	30.47
scaffold_12	82.8538	665493	0.5330	100.0000	665493	271924	271952	0.5482	77	30.03
scaffold_13	85.2380	661645	0.5339	100.0000	661645	278301	278267	0.5496	79	31.22
scaffold_14	84.4800	650799	0.5339	100.0000	650799	270755	270822	0.5494	79	30.29
scaffold_15	85.6561	633477	0.5333	100.0000	633477	267431	267422	0.5496	80	31.66
scaffold_16	86.1731	571721	0.5349	100.0000	571721	242980	242854	0.5506	81	30.87
scaffold_17	83.8382	505570	0.5332	100.0000	505570	208570	208499	0.5482	78	30.37
scaffold_18	86.4380	498701	0.5354	100.0000	498701	212564	212619	0.5515	81	31.13
scaffold_19	84.2208	488768	0.5345	100.0000	488768	203184	203084	0.5501	78	30.52
scaffold_20	85.4759	461658	0.5349	100.0000	461658	194292	194272	0.5499	80	29.97
scaffold_21	83.9757	460878	0.5324	100.0000	460878	190922	190866	0.5498	78	31.62
scaffold_22	85.8469	455793	0.5356	100.0000	455793	192658	192704	0.5518	80	31.78
scaffold_23	86.7651	442810	0.5367	100.0000	442810	189581	189566	0.5526	81	31.80
scaffold_24	85.7655	439467	0.5329	100.0000	439467	185387	185256	0.5479	79	33.95
scaffold_25	81.8778	417303	0.5307	100.0000	417303	168251	168272	0.5475	76	30.70
scaffold_26	82.6074	396667	0.5321	100.0000	396667	161736	161677	0.5478	76	30.68
scaffold_27	85.5681	392138	0.5350	100.0000	392138	165289	165429	0.5501	80	31.40
scaffold_28	84.8139	381424	0.5338	100.0000	381424	159230	159230	0.5489	78	30.47
scaffold_29	84.6813	351708	0.5333	100.0000	351708	147241	147252	0.5489	79	30.35
scaffold_30	84.8855	337673	0.5338	100.0000	337673	141392	141356	0.5500	78	32.86
scaffold_31	85.3407	328671	0.5348	100.0000	328671	138254	138347	0.5502	80	30.61
scaffold_32	85.2205	311513	0.5336	100.0000	311513	130879	130885	0.5494	79	31.38
scaffold_33	83.2745	296264	0.5333	100.0000	296264	121820	121865	0.5481	77	29.84
scaffold_34	85.9140	294451	0.5327	100.0000	294451	124506	124887	0.5522	80	34.56
scaffold_35	84.5712	289767	0.5339	100.0000	289767	120530	120539	0.5487	79	30.39
scaffold_36	80.2616	286461	0.5307	100.0000	286461	113171	113187	0.5466	74	30.03
scaffold_37	86.1672	286161	0.5357	100.0000	286161	121939	121868	0.5517	81	31.39
scaffold_38	85.3936	249104	0.5336	100.0000	249104	104913	104873	0.5491	79	31.39
scaffold_39	85.1374	246591	0.5350	100.0000	246591	103534	103549	0.5513	79	30.98
scaffold_40	83.8042	245422	0.5318	100.0000	245422	100292	100288	0.5477	78	31.04
scaffold_41	84.6407	236221	0.5345	100.0000	236221	98575	98613	0.5500	79	30.11
scaffold_42	83.5007	227311	0.5261	100.0000	227311	93437	93491	0.5461	79	31.91
scaffold_43	85.0551	226100	0.5361	100.0000	226100	94920	94892	0.5524	79	31.31
scaffold_44	71.8883	215238	0.5102	100.0000	215238	76153	76608	0.5295	63	34.56
scaffold_45	83.4913	211184	0.5326	100.0000	211184	87100	87094	0.5489	77	30.31
scaffold_46	89.0527	202624	0.5368	100.0000	202624	87879	87951	0.5529	82	31.96
scaffold_47	83.6369	202527	0.5313	100.0000	202527	83670	83662	0.5462	77	30.86
scaffold_48	84.4535	193104	0.5342	100.0000	193104	80023	80021	0.5497	79	30.43
scaffold_49	88.3881	188838	0.5350	100.0000	188838	79718	79700	0.5500	84	30.44
scaffold_50	89.9136	187133	0.5346	100.0000	187133	82940	83022	0.5472	80	49.04
scaffold_51	85.9285	175742	0.5354	99.9994	175741	74577	74505	0.5513	80	31.96
scaffold_52	86.0255	174930	0.5343	100.0000	174930	73970	74082	0.5509	81	31.07
scaffold_53	88.1078	171101	0.5368	100.0000	171101	74450	74428	0.5526	82	32.57
scaffold_54	82.2994	170485	0.5311	100.0000	170485	69044	69119	0.5468	77	29.66
scaffold_55	86.5795	168686	0.5349	100.0000	168686	72003	72039	0.5504	82	31.06
scaffold_56	84.9146	161527	0.5338	100.0000	161527	67816	67822	0.5494	80	30.63
scaffold_57	80.6982	159877	0.5299	100.0000	159877	63813	63865	0.5455	75	28.93
scaffold_58	87.0194	147625	0.5368	100.0000	147625	62439	62440	0.5531	81	32.11
scaffold_59	88.5175	137359	0.5379	100.0000	137359	59110	59106	0.5556	82	33.61
scaffold_60	84.0538	136247	0.5325	100.0000	136247	56412	56404	0.5508	79	32.07
scaffold_61	81.0153	134639	0.5309	100.0000	134639	53810	53764	0.5458	75	29.36
scaffold_62	80.3039	128963	0.5230	100.0000	128963	50949	50978	0.5427	74	33.27
scaffold_63	94.0186	118836	0.5360	100.0000	118836	55325	55215	0.5482	86	48.15
scaffold_64	84.8306	118788	0.5319	100.0000	118788	49745	49801	0.5471	79	32.64
scaffold_65	82.8394	115041	0.5335	100.0000	115041	47006	47088	0.5491	76	30.90
scaffold_66	81.0258	114147	0.5277	100.0000	114147	45745	45710	0.5458	75	31.17
scaffold_67	83.8534	101482	0.5302	100.0000	101482	42025	42063	0.5422	75	42.75
scaffold_68	83.0376	94634	0.5301	100.0000	94634	38762	38710	0.5452	77	29.92
scaffold_69	45.5431	86803	0.4591	100.0000	86803	19333	19316	0.4892	37	25.94
scaffold_70	61.5294	79576	0.5059	100.0000	79576	23949	23976	0.5222	57	24.22
scaffold_71	86.4215	71254	0.5350	100.0000	71254	30460	30485	0.5512	81	30.43
scaffold_72	75.0204	65639	0.5084	100.0000	65639	24054	24059	0.5233	68	29.54
scaffold_73	91.3275	60169	0.5209	100.0000	60169	27097	27091	0.5420	82	39.41
scaffold_74	87.6059	56137	0.5313	100.0000	56137	24408	24264	0.5441	80	34.98
scaffold_75	75.5499	48654	0.5150	100.0000	48654	18179	18192	0.5332	67	32.70
scaffold_76	80.1619	43377	0.5208	100.0000	43377	17174	17193	0.5418	77	29.60
scaffold_77	72.3822	42750	0.5146	100.0000	42750	15222	15230	0.5306	64	34.52
scaffold_78	74.9455	42600	0.5167	100.0000	42600	15800	15793	0.5379	71	29.27
scaffold_79	90.7775	41253	0.5046	100.0000	41253	18658	18540	0.5246	78	70.93
scaffold_80	70.2966	41109	0.5171	100.0000	41109	14290	14316	0.5315	65	25.78
scaffold_81	77.4811	41095	0.5262	100.0000	41095	15779	15748	0.5395	72	27.21
scaffold_82	85.5769	37781	0.5313	100.0000	37781	15979	15970	0.5476	80	30.51
scaffold_83	135.0602	37133	0.5073	100.0000	37133	24826	24808	0.5226	125	50.47
scaffold_84	99.6740	33008	0.5185	100.0000	33008	16216	16408	0.5445	81	82.19
scaffold_85	59.2385	32914	0.4968	100.0000	32914	9644	9635	0.5230	55	28.71
scaffold_86	73.1579	30833	0.5204	100.0000	30833	11171	11150	0.5354	68	26.42
scaffold_87	69.8852	29873	0.5153	100.0000	29873	10310	10366	0.5332	61	34.46
scaffold_88	76.9166	27979	0.5269	100.0000	27979	10614	10696	0.5415	71	28.08
scaffold_89	149.8272	27314	0.5204	100.0000	27314	20240	20282	0.5321	140	50.45
scaffold_90	119.0277	26079	0.5020	100.0000	26079	15354	15390	0.5149	109	41.73
scaffold_91	88.1416	25881	0.5189	100.0000	25881	11292	11318	0.5388	76	42.16
scaffold_92	80.5852	25579	0.5207	100.0000	25579	10153	10243	0.5405	69	44.49
scaffold_93	92.1824	24954	0.5233	100.0000	24954	10899	10892	0.5542	85	45.82
scaffold_94	74.7770	23501	0.5191	100.0000	23501	8701	8702	0.5354	67	30.25
scaffold_95	130.6013	20897	0.5022	100.0000	20897	13465	13460	0.5178	118	48.05
scaffold_96	77.5214	20392	0.5036	100.0000	20392	7815	7768	0.5297	73	37.49
scaffold_97	72.4554	20387	0.5177	100.0000	20387	7293	7331	0.5355	64	38.77
scaffold_98	82.8942	20326	0.5268	100.0000	20326	8254	8220	0.5550	80	33.99
scaffold_99	70.7734	20237	0.5177	100.0000	20237	7095	7131	0.5356	65	30.04
scaffold_100	91.8129	19785	0.5337	100.0000	19785	8958	9030	0.5503	85	34.68
scaffold_101	85.4844	19687	0.5131	100.0000	19687	7926	7884	0.5304	75	36.57
scaffold_102	139.6571	19681	0.5090	100.0000	19681	13610	13591	0.5245	127	55.59
scaffold_103	78.7369	19501	0.5250	100.0000	19501	7581	7646	0.5458	66	37.03
scaffold_104	70.5245	19159	0.5100	100.0000	19159	6696	6645	0.5246	61	31.61
scaffold_105	79.3721	18176	0.5305	100.0000	18176	7140	7150	0.5453	72	28.68
scaffold_106	87.6668	17785	0.5180	100.0000	17785	7748	7780	0.5497	72	88.65
scaffold_107	70.2764	16840	0.5011	100.0000	16840	5851	5831	0.5280	66	31.05
scaffold_108	48.2941	16639	0.4532	100.0000	16639	3967	3981	0.4887	42	29.20
scaffold_109	97.2983	16398	0.4778	99.9939	16397	5139	5146	0.5108	99	34.48
scaffold_110	85.1987	15594	0.4889	100.0000	15594	6607	6547	0.5305	70	47.60
scaffold_111	194.2646	14923	0.5490	100.0000	14923	14310	14341	0.5596	190	57.16
scaffold_112	75.0732	14534	0.5113	100.0000	14534	5397	5424	0.5334	66	32.84
scaffold_113	47.4582	14201	0.4958	100.0000	14201	3327	3346	0.5038	46	14.50
scaffold_114	92.5876	14063	0.5330	100.0000	14063	6440	6450	0.5568	80	41.33
scaffold_115	111.4178	14057	0.4918	100.0000	14057	7742	7776	0.5043	102	37.69
scaffold_116	61.6020	13168	0.5008	100.0000	13168	4021	4006	0.5257	56	27.42
scaffold_117	95.6881	11604	0.5594	100.0000	11604	5480	5498	0.5757	94	38.70
scaffold_118	86.5551	11378	0.5192	100.0000	11378	4840	4909	0.5360	77	32.65
scaffold_119	124.5184	10894	0.5436	100.0000	10894	6746	6674	0.5648	123	40.19
scaffold_120	94.5549	10839	0.5220	100.0000	10839	5088	5071	0.5328	75	53.80
scaffold_121	211.8740	10181	0.5221	100.0000	10181	10649	10732	0.5368	175	105.81
scaffold_122	95.2910	9864	0.5437	100.0000	9864	4651	4691	0.5582	90	32.30
scaffold_123	112.6391	9649	0.4925	100.0000	9649	5394	5378	0.5086	97	50.55
scaffold_124	85.6643	9154	0.5111	100.0000	9154	3906	3857	0.5409	67	93.42
scaffold_125	56.6756	9102	0.4742	100.0000	9102	2574	2535	0.5088	50	28.95
scaffold_126	67.9210	8187	0.5043	100.0000	8187	2743	2758	0.5174	62	28.70
scaffold_127	52.9718	7990	0.4991	100.0000	7990	2097	2101	0.5074	51	15.34
scaffold_128	126.7820	7726	0.5111	100.0000	7726	4822	4900	0.5225	120	46.12
scaffold_129	329.4372	7274	0.3172	100.0000	7274	11940	11837	0.3117	304	136.55
scaffold_130	88.9075	7115	0.5271	100.0000	7115	3128	3151	0.5523	78	39.44
scaffold_131	103.5492	6970	0.5242	100.0000	6970	3634	3535	0.5473	94	43.85
scaffold_132	96.6957	6744	0.5363	100.0000	6744	3219	3237	0.5591	80	45.64
scaffold_133	138.8834	6177	0.5423	100.0000	6177	2754	2792	0.5621	147	44.81
scaffold_134	1330.3910	6048	0.5427	100.0000	6048	40000	39498	0.5522	1277	377.92
scaffold_135	83.9933	5977	0.5031	100.0000	5977	2543	2536	0.5482	59	123.25
scaffold_136	75.6172	5868	0.5213	100.0000	5868	2209	2184	0.5406	68	31.23
scaffold_137	141.3541	5784	0.5105	100.0000	5784	4083	4054	0.5230	135	43.14
scaffold_138	188.8082	5724	0.4069	100.0000	5724	5198	5083	0.4303	156	158.64
scaffold_139	151.2253	5565	0.5030	100.0000	5565	4156	4195	0.5314	110	80.43
scaffold_140	74.1281	5340	0.5124	100.0000	5340	1958	1963	0.5284	66	32.25
scaffold_141	75.5271	5257	0.5096	100.0000	5257	1970	1986	0.5362	57	51.04
scaffold_142	67.7560	5242	0.5155	100.0000	5242	1760	1761	0.5266	65	23.40
scaffold_143	297.7002	5094	0.3149	100.0000	5094	7481	7479	0.3185	287	64.70
scaffold_144	79.5209	5078	0.5211	100.0000	5078	2014	1988	0.5375	73	31.43
