#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
scaffold_1	54.4119	939049	0.5685	100.0000	939049	251956	251931	0.5775	54	12.60
scaffold_2	53.9908	924360	0.5675	100.0000	924360	246267	246282	0.5746	53	14.88
scaffold_3	54.7824	872302	0.5710	100.0000	872302	235390	235374	0.5808	55	12.71
scaffold_4	53.8173	865436	0.5708	99.9830	865289	229003	229031	0.5807	54	12.98
scaffold_5	53.3372	807793	0.5680	100.0000	807793	212609	212529	0.5768	53	12.33
scaffold_6	54.0543	781134	0.5703	100.0000	781134	207900	208006	0.5795	54	12.68
scaffold_7	53.9968	764879	0.5703	100.0000	764879	203427	203409	0.5799	54	12.61
scaffold_8	54.5794	740735	0.5723	100.0000	740735	199486	199411	0.5808	54	14.99
scaffold_9	54.8638	681219	0.5723	100.0000	681219	183176	183229	0.5812	55	12.48
scaffold_10	54.0760	630501	0.5686	99.9600	630249	167974	168015	0.5781	54	12.95
scaffold_11	53.6003	625177	0.5686	100.0000	625177	165250	165272	0.5785	53	12.71
scaffold_12	53.1411	618451	0.5701	100.0000	618451	162452	162477	0.5801	53	12.67
scaffold_13	53.9566	613071	0.5696	100.0000	613071	163083	163001	0.5784	54	12.50
scaffold_14	53.9778	606548	0.5675	100.0000	606548	161613	161713	0.5784	54	13.04
scaffold_15	53.5544	604037	0.5682	100.0000	604037	159736	159666	0.5785	53	13.00
scaffold_16	54.9027	551702	0.5719	100.0000	551702	149291	149342	0.5802	55	12.55
scaffold_17	53.9944	541232	0.5688	100.0000	541232	143633	143634	0.5778	54	12.78
scaffold_18	54.7738	541100	0.5701	99.9850	541019	145828	145725	0.5801	55	12.84
scaffold_19	53.7619	532985	0.5676	100.0000	532985	141598	141557	0.5772	54	12.86
scaffold_20	53.4122	487086	0.5664	100.0000	487086	128187	128321	0.5777	53	13.27
scaffold_21	54.1106	481939	0.5702	100.0000	481939	128579	128648	0.5792	54	12.68
scaffold_22	53.8943	436548	0.5691	100.0000	436548	115926	116024	0.5783	54	12.88
scaffold_23	54.2982	428130	0.5670	100.0000	428130	114843	114911	0.5761	54	12.65
scaffold_24	54.7032	422981	0.5703	100.0000	422981	114120	114236	0.5791	54	12.61
scaffold_25	52.9765	419485	0.5695	99.9931	419456	109434	109509	0.5810	53	13.47
scaffold_26	53.8415	410112	0.5659	100.0000	410112	109107	109100	0.5745	53	12.36
scaffold_27	53.7900	408538	0.5684	100.0000	408538	108633	108605	0.5763	53	14.51
scaffold_28	54.0772	407129	0.5664	99.9980	407121	108303	108351	0.5789	54	13.51
scaffold_29	54.6329	406077	0.5692	100.0000	406077	109176	109160	0.5789	54	13.18
scaffold_30	54.1260	401905	0.5736	99.9980	401897	107145	107198	0.5837	54	12.94
scaffold_31	52.5820	369463	0.5629	100.0000	369463	95429	95367	0.5755	52	13.28
scaffold_32	54.2095	355072	0.5696	100.0000	355072	94754	94662	0.5785	54	12.24
scaffold_33	55.0953	338962	0.5735	100.0000	338962	92282	92244	0.5823	55	12.35
scaffold_34	54.6057	335983	0.5766	99.9976	335975	90539	90619	0.5868	55	14.47
scaffold_35	53.1642	324106	0.5670	100.0000	324106	85189	85141	0.5771	53	12.88
scaffold_36	52.4082	323616	0.5666	100.0000	323616	83613	83715	0.5784	52	13.27
scaffold_37	51.5901	321240	0.5631	100.0000	321240	81455	81475	0.5760	52	13.59
scaffold_38	53.6272	317401	0.5693	100.0000	317401	83984	84072	0.5783	53	12.25
scaffold_39	53.7114	314737	0.5694	99.9987	314733	83192	83208	0.5787	53	12.68
scaffold_40	54.0935	296341	0.5679	100.0000	296341	79259	79284	0.5792	54	13.06
scaffold_41	53.5412	295032	0.5714	100.0000	295032	78051	78094	0.5802	53	12.41
scaffold_42	53.4640	293784	0.5677	100.0000	293784	77692	77717	0.5775	53	12.82
scaffold_43	53.1392	275915	0.5692	100.0000	275915	71994	71972	0.5840	53	14.18
scaffold_44	53.5979	273187	0.5678	99.9821	273138	72147	72175	0.5804	53	13.21
scaffold_45	53.5802	257825	0.5684	100.0000	257825	68336	68323	0.5769	53	12.25
scaffold_46	53.2265	256673	0.5700	99.9961	256663	67409	67402	0.5804	53	12.80
scaffold_47	53.2327	237236	0.5687	100.0000	237236	62236	62295	0.5783	53	12.59
scaffold_48	54.0318	235965	0.5714	100.0000	235965	62758	62766	0.5854	54	13.93
scaffold_49	53.0904	233816	0.5690	100.0000	233816	61020	61027	0.5790	53	13.08
scaffold_50	53.9618	227965	0.5701	100.0000	227965	60673	60721	0.5790	54	12.40
scaffold_51	53.2316	226373	0.5664	100.0000	226373	59546	59529	0.5780	53	13.11
scaffold_52	51.2562	222624	0.5575	100.0000	222624	56194	56177	0.5686	51	13.29
scaffold_53	53.2030	219914	0.5650	100.0000	219914	57794	57791	0.5784	53	13.52
scaffold_54	52.6965	211748	0.5686	100.0000	211748	55024	55115	0.5819	53	13.89
scaffold_55	53.5680	205051	0.5672	100.0000	205051	54060	54066	0.5791	54	13.27
scaffold_56	54.7611	195029	0.5696	100.0000	195029	52590	52556	0.5779	54	12.64
scaffold_57	52.9407	192478	0.5612	100.0000	192478	50211	50254	0.5751	53	13.86
scaffold_58	54.2666	186362	0.5710	100.0000	186362	49888	49880	0.5803	54	12.71
scaffold_59	51.7328	185371	0.5607	100.0000	185371	47309	47292	0.5743	52	13.40
scaffold_60	52.6442	149734	0.5665	100.0000	149734	38868	38898	0.5764	52	12.69
scaffold_61	53.2193	144797	0.5635	100.0000	144797	37394	37339	0.5755	53	13.53
scaffold_62	51.6834	144440	0.5616	100.0000	144440	36885	36924	0.5775	52	14.64
scaffold_63	52.7980	140392	0.5698	100.0000	140392	36643	36713	0.5834	53	13.76
scaffold_64	53.2203	139111	0.5720	100.0000	139111	36538	36569	0.5817	53	12.44
scaffold_65	52.2407	137852	0.5679	99.9906	137839	35530	35565	0.5838	53	14.96
scaffold_66	53.8578	130699	0.5650	100.0000	130699	34803	34851	0.5730	53	11.83
scaffold_67	54.5914	128892	0.5756	100.0000	128892	34820	34821	0.5856	55	13.09
scaffold_68	55.4096	128110	0.5693	100.0000	128110	34439	34457	0.5774	55	12.10
